[WARNING]	No torrent files specified.
[INFO]	[MESSAGE] PIECE: index=516 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=382 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=382 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=432 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=432 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=389 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=389 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=429 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=429 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=32 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=32 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=384 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=384 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=219 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=219 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=430 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=430 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=488 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=488 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=469 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=469 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=468 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=468 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=474 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=474 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=441 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=441 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=495 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=495 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=140 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=140 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=41 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=41 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=376 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=376 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=68 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=68 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=343 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=343 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=134 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=134 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=227 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=227 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=131 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=131 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=391 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=391 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=165 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=165 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=259 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=259 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=435 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=435 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=45 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=45 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=236 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=236 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=234 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=234 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=238 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=238 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=475 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=475 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=254 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=254 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=416 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=416 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=478 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=478 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=96 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=96 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=437 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=437 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=139 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=139 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=225 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=225 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=221 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=221 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=258 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=258 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=401 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=401 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=413 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=413 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=298 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=298 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=74 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=74 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=466 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=466 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=418 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=418 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=329 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=329 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=313 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=313 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=507 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=507 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=387 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=387 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=138 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=138 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=491 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=491 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=118 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=118 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=453 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=453 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=213 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=213 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=42 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=42 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=48 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=48 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=84 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=84 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=85 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=85 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=126 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=126 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=281 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=281 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=348 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=348 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=397 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=397 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=451 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=451 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=290 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=290 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=67 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=67 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=174 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=174 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=156 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=156 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=61 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=61 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=312 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=312 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=54 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=54 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=237 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=237 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=470 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=470 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=447 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=447 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=331 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=200 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=200 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=331 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=302 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=302 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=264 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=264 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=228 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=228 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=506 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=506 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=445 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=445 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=518 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=518 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=158 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=158 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=159 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=159 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=442 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=442 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=224 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=224 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=388 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=388 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=363 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=363 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=405 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=405 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=101 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=101 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=514 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=514 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=316 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=316 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=489 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=489 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=231 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=231 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=361 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=361 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=483 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=483 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=305 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=305 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=356 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=356 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=353 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=353 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=275 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=275 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=269 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=269 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=307 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=307 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=344 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=344 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=457 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=457 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=359 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=359 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=70 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=70 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=501 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=501 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=59 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=59 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=245 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=245 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=133 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=133 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=40 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=40 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=403 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=403 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=26 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=26 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=378 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=378 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=154 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=154 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=276 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=276 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=265 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=265 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=519 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=519 begin=16384 length=9906
[INFO]	[MESSAGE] PIECE: index=420 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=420 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=115 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=115 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=380 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=380 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=108 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=108 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=465 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=465 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=338 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=338 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=73 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=73 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=226 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=226 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=323 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=323 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=347 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=347 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=155 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=155 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=33 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=33 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=268 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=268 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=44 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=44 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=273 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=273 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=398 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=398 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=34 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=34 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=87 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=87 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=267 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=267 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=490 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=490 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=511 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=511 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=450 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=450 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=117 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=117 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=503 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=503 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=407 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=407 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=369 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=369 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=414 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=414 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=172 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=172 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=355 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=135 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=135 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=355 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=425 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=425 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=124 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=124 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=110 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=110 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=125 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=125 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=492 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=492 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=300 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=215 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=215 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=300 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=326 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=326 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=280 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=280 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=244 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=422 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=422 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=244 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=112 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=112 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=279 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=279 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=63 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=63 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=288 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=288 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=83 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=83 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=440 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=440 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=297 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=297 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=89 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=89 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=25 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=25 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=98 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=98 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=143 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=143 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=493 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=493 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=293 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=293 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=80 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=80 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=383 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=383 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=35 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=35 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=266 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=266 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=334 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=334 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=86 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=86 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=77 begin=0 length=16384
[INFO]	[MESSAGE] PIECE: index=77 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=130 begin=16384 length=16384
[INFO]	[MESSAGE] PIECE: index=130 begin=0 length=16384
